DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
161424255,09/24/2016,09/24/2016,1600,14,Pacific,1415,350,"THEFT, PERSON",1218,47,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,600    LINCOLN                      BL,,"(34.0001, -118.4653)"
161818387,09/25/2016,09/24/2016,1930,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 1817 2004 1218,31,M,H,518,,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,FLOWER,98TH                         ST,"(33.9474, -118.2801)"
160516360,09/25/2016,09/25/2016,1935,05,Harbor,0516,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 1218,51,F,H,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,100 W  PACIFIC COAST                HY,,"(33.7912, -118.2633)"
161016024,09/25/2016,09/25/2016,2250,10,West Valley,1003,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1218 0344 0377,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,LANARK                       ST,RESEDA                       BL,"(34.2175, -118.5361)"
161518795,09/25/2016,09/25/2016,1800,15,N Hollywood,1511,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0400 0913 1008 0334 0445,51,F,H,108,PARKING LOT,207,OTHER KNIFE,AO,Adult Other,230,,,,SHERMAN                      WY,ETHEL                        AV,"(34.2012, -118.4211)"
160622134,10/20/2016,09/26/2016,2100,06,Hollywood,0632,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,1218 1814 0413 0515,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,1500 N  FAIRFAX                      AV,,"(34.104, -118.3755)"
160124195,09/26/2016,09/26/2016,1956,01,Central,0181,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 1218,36,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,998,,,FIGUEROA                     ST,PICO,"(34.0407, -118.268)"
160124207,09/26/2016,09/26/2016,2150,01,Central,0138,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0411 0445 0913,41,M,H,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,4TH                          ST,CROCKER                      ST,"(34.0449, -118.2415)"
160124236,09/27/2016,09/26/2016,0530,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0416 1218,48,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5TH                          ST,WALL                         ST,"(34.0449, -118.2458)"
160816372,09/27/2016,09/26/2016,2330,08,West LA,0855,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0417 0444 0429 1218 2004,54,M,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,,,,1300 S  SEPULVEDA                    BL,,"(34.0514, -118.4476)"
161016080,09/26/2016,09/26/2016,2200,10,West Valley,1011,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0445 1218 1820 2002 1206 1414,43,M,H,101,STREET,212,BOTTLE,IC,Invest Cont,230,,,,SATICOY                      ST,TAMPA                        AV,"(34.2084, -118.5535)"
161320071,09/26/2016,09/26/2016,1120,13,Newton,1321,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1218 1822 2004,35,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,400 W  WASHINGTON                   BL,,"(34.0333, -118.2697)"
161320061,09/26/2016,09/26/2016,0805,13,Newton,1317,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0432 1822 1218,40,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1300 E  OLYMPIC                      BL,,"(34.032, -118.2441)"
161424448,09/26/2016,09/26/2016,1700,14,Pacific,1489,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0400 1218,51,F,W,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,ISIS,95TH                         ST,"(33.9502, -118.3763)"
160124211,09/27/2016,09/27/2016,0030,01,Central,0162,210,ROBBERY,1218 2004 0400 0355 0344,22,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,OLIVE,"(34.0467, -118.2556)"
160124239,09/27/2016,09/27/2016,0400,01,Central,0162,624,BATTERY - SIMPLE ASSAULT,0416 1218,22,M,C,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH                          ST,OLIVE                        ST,"(34.0467, -118.2556)"
160124340,09/28/2016,09/27/2016,0830,01,Central,0146,210,ROBBERY,0446 0429 1218 1601 0344 0416,68,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH,WALL,"(34.0449, -118.2458)"
161224256,09/28/2016,09/27/2016,1945,12,77th Street,1241,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0510 0512 0527 0533 1251 1259 1402 1218,15,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,,,,6000    BRYNHURST                    AV,,"(33.9854, -118.3338)"
161320189,09/27/2016,09/27/2016,2300,13,Newton,1317,121,"RAPE, FORCIBLE",1402 0408 0421 0519 0527 1300 1305 1218,30,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1200    COMPTON                      AV,,"(34.028, -118.2421)"
161601241,09/27/2016,09/27/2016,0200,16,Foothill,1638,210,ROBBERY,0416 0913 1218 2004 1402 1202 0444 0429 1414,60,M,W,109,PARK/PLAYGROUND,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,210,998,,,FOOTHILL,WYNGATE                      ST,"(34.2575, -118.3023)"
160124331,09/28/2016,09/28/2016,0425,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,1218 0416,58,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,"(34.0421, -118.2469)"
160124354,09/28/2016,09/28/2016,2130,01,Central,0158,624,BATTERY - SIMPLE ASSAULT,0416 2004 1218,56,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,624,,,,7TH                          ST,GLADYS,"(34.0387, -118.2439)"
160124375,09/28/2016,09/28/2016,0250,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,0416 1218,79,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,7TH                          ST,HILL                         ST,"(34.0459, -118.2545)"
161116982,09/28/2016,09/28/2016,0330,11,Northeast,1177,220,ATTEMPTED ROBBERY,0312 1310 0342 1218,31,F,H,101,STREET,107,OTHER FIREARM,AA,Adult Arrest,220,,,,POPLAR,AVENUE 27,"(34.0882, -118.225)"
161614543,09/28/2016,09/28/2016,0130,16,Foothill,1601,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 1202 1310 1307 1822 0369 0416 0444 0445,61,F,H,108,PARKING LOT,312,PIPE/METAL PIPE,AA,Adult Arrest,230,740,998,,FOOTHILL,ARROYO,"(34.2928, -118.4144)"
160124401,09/29/2016,09/29/2016,1420,01,Central,0111,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0411 1402,36,F,W,110,FREEWAY,204,FOLDING KNIFE,IC,Invest Cont,230,998,,,500 N  LOS ANGELES                  ST,,"(34.0559, -118.2386)"
160124439,09/29/2016,09/29/2016,2205,01,Central,0143,210,ROBBERY,0344 0416 1218,49,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5TH                          ST,BROADWAY,"(34.0481, -118.2507)"
160217946,09/29/2016,09/29/2016,0140,02,Rampart,0265,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0445 0416 0429 1218,58,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,7TH                          ST,LAKE                         ST,"(34.057, -118.2779)"
160217951,09/29/2016,09/29/2016,0200,02,Rampart,0201,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1206 1218 0411,23,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230,,,,SANTA MONICA                 BL,VERMONT                      AV,"(34.0909, -118.2917)"
161016243,09/29/2016,09/29/2016,2150,10,West Valley,1004,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1218 0446 1814,45,M,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,18100    SATICOY                      ST,,"(34.2146, -118.5317)"
161614638,09/30/2016,09/29/2016,2000,16,Foothill,1623,624,BATTERY - SIMPLE ASSAULT,0416 0417 1218 1822 1414 1268,34,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10900    HERRICK                      AV,,"(34.2683, -118.4118)"
160124438,09/30/2016,09/30/2016,0430,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,28,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH                          ST,STANFORD,"(34.0426, -118.2412)"
160124509,09/30/2016,09/30/2016,2300,01,Central,0148,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0448 0419 0429 0400 0444,40,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,5TH                          ST,CROCKER                      ST,"(34.0435, -118.2427)"
160124540,09/30/2016,09/30/2016,2200,01,Central,0152,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,50,F,B,101,STREET,,,IC,Invest Cont,440,,,,6TH,HILL,"(34.0481, -118.2542)"
160218077,10/01/2016,09/30/2016,2230,02,Rampart,0251,624,BATTERY - SIMPLE ASSAULT,0416 1218,55,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,RAMPART,"(34.0624, -118.2813)"
160322322,10/01/2016,09/30/2016,2000,03,Southwest,0378,121,"RAPE, FORCIBLE",1218 0913 1501,35,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,KANSAS,MARTIN LUTHER KING JR,"(34.0146, -118.2872)"
160601403,09/30/2016,09/30/2016,0150,06,Hollywood,0643,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0411 0449 1414 1402 1218 2004 1820,30,M,B,102,SIDEWALK,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,1500 N  LA BREA                      AV,,"(34.1007, -118.3494)"
161117077,09/30/2016,09/30/2016,1000,11,Northeast,1141,624,BATTERY - SIMPLE ASSAULT,1218 0432 1601 0400,49,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOLLYWOOD                    BL,ALEXANDRIA                   ST,"(34.1018, -118.2984)"
161320337,09/30/2016,09/30/2016,0300,13,Newton,1309,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,56,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)"
160101308,10/01/2016,10/01/2016,2200,01,Central,0157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416,54,M,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,7TH,SAN PEDRO,"(34.0407, -118.2468)"
160124570,10/01/2016,10/01/2016,0830,01,Central,0148,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1218 0344,25,F,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,930,,,,5TH                          ST,STANFORD,"(34.0421, -118.2405)"
160124648,10/03/2016,10/01/2016,1100,01,Central,0148,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,53,F,B,710,OTHER PREMISE,,,IC,Invest Cont,440,,,,400 S  SAN PEDRO                    ST,,"(34.0458, -118.243)"
160124920,10/07/2016,10/01/2016,2200,01,Central,0157,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2004,28,M,H,101,STREET,,,IC,Invest Cont,440,,,,6TH,SAN PEDRO                    ST,"(34.0417, -118.2443)"
160816553,10/01/2016,10/01/2016,0400,08,West LA,0817,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1218 0321 2004,47,M,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,1000    BROXTON                      AV,,"(34.0625, -118.447)"
160819741,12/10/2016,10/01/2016,0600,08,West LA,0855,480,BIKE - STOLEN,1218 0344,59,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,480,,,,1300 S  SEPULVEDA                    BL,,"(34.0514, -118.4476)"
160918464,10/08/2016,10/01/2016,1600,09,Van Nuys,0969,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 0429 0444 1202 0562 1218,73,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,4800    VAN NOORD                    AV,,"(34.1576, -118.4149)"
162017554,10/01/2016,10/01/2016,0325,20,Olympic,2022,761,BRANDISH WEAPON,0334 0340 1218 1814 2004 1206,21,M,H,102,SIDEWALK,205,KITCHEN KNIFE,AO,Adult Other,761,,,,500 S  WILTON                       PL,,"(34.0653, -118.314)"
170109125,03/20/2017,10/01/2016,2200,01,Central,0157,820,ORAL COPULATION,0913 1206 1218 2004 0500,28,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,820,,,,7TH,STANFORD,"(34.039, -118.2444)"
160124586,10/02/2016,10/02/2016,0630,01,Central,0135,210,ROBBERY,0334 0337 0344 1218 1822 0202,37,M,W,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,3RD,LOS ANGELES,"(34.0485, -118.2447)"
160124590,10/02/2016,10/02/2016,0800,01,Central,0156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0429 0416 0417,50,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,7TH                          ST,WALL,"(34.0437, -118.2455)"
160124607,10/02/2016,10/02/2016,2300,01,Central,0129,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1218 2004 1814 2000,31,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700 E  TEMPLE                       ST,,"(34.0502, -118.2336)"
160124638,10/03/2016,10/02/2016,1130,01,Central,0166,210,ROBBERY,0305 0408 0429 0344 1202 1218,66,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7TH                          ST,SAN JULIAN,"(34.0407, -118.2468)"
160415819,10/02/2016,10/02/2016,1440,04,Hollenbeck,0455,761,BRANDISH WEAPON,1218 2004 1817 0319 1402 0334,32,F,H,101,STREET,208,RAZOR,IC,Invest Cont,761,998,,,2000    CITY VIEW                    AV,,"(34.0533, -118.2107)"
160415825,10/02/2016,10/02/2016,1355,04,Hollenbeck,0467,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0429 0445 0417 2004 1218,59,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,4TH,EVERGREEN,"(34.0373, -118.2043)"
160520150,12/16/2016,10/02/2016,1200,05,Harbor,0585,956,"LETTERS, LEWD",1218,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,700 W  19TH                         ST,,"(33.727, -118.2924)"
160621123,10/03/2016,10/02/2016,1920,06,Hollywood,0648,624,BATTERY - SIMPLE ASSAULT,0400 0416 0408 1218,35,M,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOLLYWOOD                    FY,SUNSET                       BL,"(34.1, -118.3113)"
161016354,10/02/2016,10/02/2016,1510,10,West Valley,1034,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 1309 2004 1218,30,F,W,101,STREET,307,VEHICLE,AA,Adult Arrest,236,,,,ERWIN                        ST,LINDLEY                      AV,"(34.1839, -118.5273)"
161614700,10/02/2016,10/02/2016,1210,16,Foothill,1623,210,ROBBERY,1218 0369 0337 0334 0449 0344,39,M,H,124,BUS STOP,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,GLENOAKS,VAN NUYS,"(34.2737, -118.4117)"
162017602,10/02/2016,10/02/2016,0740,20,Olympic,2019,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 2004 1218,42,M,B,101,STREET,311,HAMMER,IC,Invest Cont,230,,,,VERMONT                      AV,BEVERLY                      BL,"(34.0763, -118.2917)"
160124656,10/03/2016,10/03/2016,2010,01,Central,0138,624,BATTERY - SIMPLE ASSAULT,0416 1218,31,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3RD                          ST,WALL                         ST,"(34.048, -118.2438)"
160124683,10/04/2016,10/03/2016,1100,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,50,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH                          ST,SAN JULIAN                   ST,"(34.0446, -118.245)"
160124699,10/03/2016,10/03/2016,2100,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,1218 2004 0416,37,F,W,516,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
161320502,10/03/2016,10/03/2016,2000,13,Newton,1309,888,TRESPASSING,1218,15,M,H,128,BUS STOP OR LAYOVER,,,IC,Invest Cont,888,,,,1700 E  7TH                          ST,,"(34.0348, -118.2362)"
160415878,10/04/2016,10/04/2016,0015,04,Hollenbeck,0464,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0411,33,M,H,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1ST                          ST,CHICAGO                      ST,"(34.0444, -118.2125)"
161224704,10/04/2016,10/04/2016,0430,12,77th Street,1243,210,ROBBERY,1202 0344 1822 0448 0346 1218,62,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,CIMARRON                     ST,67TH                         ST,"(33.9782, -118.3159)"
160124752,10/05/2016,10/05/2016,1100,01,Central,0166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 1813 1814 0401 1218,58,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,500 E  7TH                          ST,,"(34.0421, -118.2469)"
160124794,10/05/2016,10/05/2016,2105,01,Central,0154,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,44,M,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,6TH                          ST,LOS ANGELES                  ST,"(34.0446, -118.249)"
160124916,10/06/2016,10/05/2016,2300,01,Central,0147,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,33,F,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,4TH,SAN PEDRO,"(34.0458, -118.243)"
160918261,10/06/2016,10/05/2016,2350,09,Van Nuys,0909,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 2000 1218 0416 1814,34,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SHERMAN                      WY,SEPULVEDA                    BL,"(34.205, -118.4339)"
161425237,10/05/2016,10/05/2016,1530,14,Pacific,1413,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0416 1402,31,F,W,101,STREET,308,STICK,IC,Invest Cont,230,998,,,3RD,S  ROSE                         AV,"(33.997, -118.4761)"
160124792,10/06/2016,10/06/2016,0030,01,Central,0155,624,BATTERY - SIMPLE ASSAULT,0400 1218,33,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,6TH                          ST,MAPLE,"(34.0439, -118.2479)"
160124887,10/06/2016,10/06/2016,1815,01,Central,0174,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000 0429 0400 1243 1813 1218 2004,51,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8TH                          ST,WERDIN,"(34.0423, -118.2527)"
161016618,10/09/2016,10/06/2016,1200,10,West Valley,1004,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,1822 1501 1262 1218,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,18300    ROSCOE                       BL,,"(34.2208, -118.5317)"
161717581,10/07/2016,10/06/2016,2300,17,Devonshire,1764,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 1218 1814 1206 0446 2004,50,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,CORBIN                       AV,NORDHOFF                     PL,"(34.2355, -118.5623)"
161801070,10/08/2016,10/06/2016,1500,18,Southeast,1804,121,"RAPE, FORCIBLE",1822 1218 1262,39,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,87TH                         ST,CENTRAL                      AV,"(33.9593, -118.2564)"
162017828,10/06/2016,10/06/2016,1430,20,Olympic,2019,624,BATTERY - SIMPLE ASSAULT,2004 1218 0416 0400,41,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,JUANITA                      ST,BEVERLY                      BL,"(34.0764, -118.2905)"
160416070,10/08/2016,10/07/2016,0100,04,Hollenbeck,0412,121,"RAPE, FORCIBLE",1218 0400 0527,24,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,400 W  AVENUE 26,,"(34.0819, -118.2203)"
160124898,10/07/2016,10/07/2016,0400,01,Central,0166,210,ROBBERY,0344 1218 0416,56,M,B,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,210,,,,7TH                          ST,SAN PEDRO,"(34.0407, -118.2468)"
160218473,10/07/2016,10/07/2016,1505,02,Rampart,0246,624,BATTERY - SIMPLE ASSAULT,0416 2000 0401 1218,49,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,7TH                          ST,BURLINGTON                   AV,"(34.0598, -118.2734)"
160516829,10/07/2016,10/07/2016,0345,05,Harbor,0503,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1218 0416 1309,42,M,B,104,DRIVEWAY,307,VEHICLE,AO,Adult Other,626,,,,1000    BAYVIEW                      LN,,"(33.7915, -118.2939)"
160516837,10/07/2016,10/07/2016,0540,05,Harbor,0563,220,ATTEMPTED ROBBERY,1218 0400 0416 1100 0427 1309 0216,32,M,W,103,ALLEY,102,HAND GUN,AA,Adult Arrest,220,,,,700 W  10TH                         ST,,"(33.7321, -118.295)"
160816873,10/07/2016,10/07/2016,1620,08,West LA,0851,624,BATTERY - SIMPLE ASSAULT,1218 0334 0416 0445 0446 2004 0913 1206,57,M,W,102,SIDEWALK,308,STICK,AO,Adult Other,624,,,,BUNDY,OHIO,"(34.0389, -118.4613)"
161320726,10/07/2016,10/07/2016,0330,13,Newton,1341,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 1402 0334 1218,34,M,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,204,FOLDING KNIFE,AA,Adult Arrest,230,998,,,3800 S  BROADWAY,,"(34.0141, -118.277)"
161717618,10/08/2016,10/07/2016,1900,17,Devonshire,1761,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0447 1218 2004 1814,52,F,W,108,PARKING LOT,,,AO,Adult Other,626,,,,9300    VALLEY CIRCLE                BL,,"(34.2448, -118.6134)"
161919684,10/08/2016,10/07/2016,2000,19,Mission,1913,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0445 0334 1206 1218 0906 0411 0209,40,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,HERRICK,RYAN,"(34.3082, -118.4569)"
160124974,10/09/2016,10/08/2016,1650,01,Central,0166,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 1218,57,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,230,,,,600    WALL                         ST,,"(34.0435, -118.2471)"
160218527,10/08/2016,10/08/2016,1725,02,Rampart,0245,210,ROBBERY,0337 0355 0432 1218 2002,55,M,W,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,210,,,,CORONADO,WILSHIRE                     BL,"(34.0605, -118.2815)"
160218528,10/08/2016,10/08/2016,1600,02,Rampart,0275,220,ATTEMPTED ROBBERY,0344 0408 0432 0400 1218,32,M,W,738,LIBRARY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,1000 S  ALVARADO                     ST,,"(34.0517, -118.2798)"
