Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
307367,396-016451n,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 36 Pomona,62850,402402,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,112,39,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,112,0,,,,,,,,,,,,112,112,100%,100%
307368,396-016451o,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 38 Metro North,62118,208720,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Westlake,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,186,65,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,186,0,,,,,,,,,,,,186,186,100%,100%
307369,396-016451p,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 40 Norwalk,62490,552200,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,152,53,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,152,0,,,,,,,,,,,,152,152,100%,100%
307370,396-016451q,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 51 Santa Clarita,63356,920036,SPA 2,SD 5,NA ,SSD 21,AD 38,USCD 25,Santa Clarita,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,89,31,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,89,0,,,,,,,,,,,,89,89,100%,100%
307371,396-016451r,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 60 Rancho Park,62118,267800,SPA 5,SD 3,CD5,SSD 30,AD 54,USCD 37,Westside,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,169,59,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,169,0,,,,,,,,,,,,169,169,100%,100%
307372,396-016451s,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 62 Paramount,69037,543305,SPA 8,SD 2,NA ,SSD 35,AD 64,USCD 44,Unincorporated Compton,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,106,37,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,106,0,,,,,,,,,,,,106,106,100%,100%
307374,396-016451t,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 66 Lincoln Heights,62118,199110,SPA 4,SD 1,CD14,SSD 24,AD 51,USCD 34,El Sereno,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,69,24,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,69,0,,,,,,,,,,,,69,69,100%,100%
307375,396-016451u,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 82 West Valley,62118,113237,SPA 2,SD 5,CD12,SSD 27,AD 45,USCD 30,Chatsworth,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,180,63,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,180,0,,,,,,,,,,,,180,180,100%,100%
307376,396-016451v,2017,ES,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program* - 83 SW Family,62118,238320,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 43,South Vermont,C,Voucher beds,Not Applicable,HC,NA,No,No,No,No,458,160,,,0,,0,,,,,No,,,,,,,,,,,Multiple,No,458,0,,,,,,,,,,,,458,458,100%,100%
282978,396-016450a,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 2),69037,121802,SPA 2,SD 3,CD6,SSD 18,AD 39,USCD 29,North Hollywood,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,0,0,6,0,0,0,0,0,,,,No,,,,,,,,,,,Multiple,No,6,0,0,0,,,,0,0,,,0,0,6,6,100%,100%
307340,396-016450b,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 3),61152,433403,SPA 3,SD 1,NA ,SSD 22,AD 48,USCD 32,El Monte,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,8,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,8,,,,,,,,,,,,,8,8,100%,100%
307342,396-016450c,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 4),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,54,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,54,,0,,,,,,,,,,,54,54,100%,100%
307344,396-016450d,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 5),62118,270200,SPA 5,SD 2,CD10,SSD 30,AD 54,USCD 37,Palms,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,4,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,4,,0,,,,,,,,,,,4,4,100%,100%
307345,396-016450e,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 6),62118,240401,SPA 6,SD 2,CD8,SSD 30,AD 64,USCD 43,South Vermont,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,25,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,25,,0,,,,,,,,,,,25,25,100%,100%
307347,396-016450f,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 7),69037,533701,SPA 7,SD 1,NA ,SSD 33,AD 63,USCD 40,Maywood,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,70,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,70,,0,,,,,,,,,,,70,70,100%,100%
307348,396-016450g,2017,ES,Los Angeles County Department of Public Social Services (DPSS),GR Homeless Assistance Program (SPA 8),61428,602900,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Gardena,C,Voucher beds,Not Applicable,SMF,NA,No,No,No,No,,,161,,,0,,0,,,,No,,,,,,,,,,,Multiple,No,161,,0,,,,,,,,,,,161,161,100%,100%
296689,179-006907,2017,ES,Los Angeles Gay & Lesbian Community Services Center,Crisis and Bridge Housing Youth,62118,191901,SPA 4,SD 3,CD4,SSD 26,AD 50,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,Yes,,,16,,,0,,16,,,,No,,,,,,,,,,,Single,Yes,16,,16,,,100%,,,,,,,,16,16,100%,100%
283220,278-007104,2017,ES,Los Angeles Mission,Overnight Beds for Men,62118,207301,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,NA,No,No,No,No,0,0,187,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,187,0,0,0,,,,0,0,,,0,0,183,187,98%,98%
282873,121-007202,2017,ES,Los Angeles Youth Network (LAYN),Hollywood Youth Shelter,62118,191000,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,YMF,NA,Yes,Yes,No,Yes,0,0,0,17,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,17,0,0,17,,,100%,0,0,,,0,0,14,17,82%,82%
282919,121-007203,2017,ES,Los Angeles Youth Network (LAYN),Taft Youth Shelter,62118,191000,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,YMF,NA,Yes,Yes,No,Yes,0,0,0,6,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,6,0,0,6,,,100%,0,0,,,0,0,5,6,83%,83%
296690,527-020701,2017,ES,National Health Foundation,Pathway Recuperative Care LA,62118,218500,SPA 6,SD 2,CD10,SSD 30,AD 54,USCD 37,Mid City,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,26,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,26,,26,,,100%,,,,,,,,18,26,69%,69%
296691,527-020702,2017,ES,National Health Foundation,Pathway Recuperative Care SGV,69037,408301,SPA 3,SD 1,NA ,SSD 22,AD 57,USCD 32,Avocado Heights,N,Facility-based beds,Not Applicable,SMF,NA,No,Yes,No,No,,,14,,,0,,0,,,,No,,,,,,,,,,,Single,No,14,,14,,,100%,,,,,,,,10,14,71%,71%
296692,429-018001,2017,ES,New Direction Community Programs,2016 CES Crisis/Bridge Housing SPA 6,62118,238100,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,South Vermont,N,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,No,No,,,30,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,30,,30,,,100%,,,,,,2,0,32,32,100%,100%
283363,100-007873,2017,ES,"New Directions for Veterans, Inc.",Accelerated ReHousing Center (ARC),62118,701100,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,Yes,No,0,0,32,0,0,32,0,0,,,,No,,,,,,,,,,,Single,Yes,32,0,32,0,,100%,,,,,,,,32,32,100%,100%
296693,100-007875,2017,ES,"New Directions for Veterans, Inc.",Crisis and Bridge Housing Individual (New Directions),62118,701100,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,N,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,Yes,No,,,32,,,32,,0,,,,No,,,,,,,,,,,Single,Yes,32,,32,,,100%,,,,,,,,10,32,31%,31%
297021,100-007874,2017,ES,"New Directions for Veterans, Inc.",HCHV 257 Bridge,62118,701100,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,Facility-based beds,Not Applicable,SM,NA,No,Yes,Yes,No,,,46,,,46,,0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Scattered,No,46,,46,,,100%,,,,,,,,46,46,100%,100%
296695,066-008128,2017,ES,OPCC,Crisis and Bridge Housing Individual (OPCC),63384,701702,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,15,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,15,,15,,,100%,,,,,,,,15,15,100%,100%
282995,066-008102,2017,ES,OPCC,Daybreak Emergency Shelter,63384,701801,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,Facility-based beds,Not Applicable,SF,NA,No,No,No,No,0,0,30,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,30,0,0,0,,,,0,0,,,0,0,23,30,77%,77%
282964,066-008112,2017,ES,OPCC,Sojourn - Services for Battered Women and Their Children,,,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,20,10,20,0,0,0,0,0,,,,No,,,,,,,,,,,Scattered,No,40,,,,,,,,,,,,,37,40,92%,77%
283272,044-008588,2017,ES,People Assisting the Homeless (PATH),Coordinated Assessment Motel Vouchers (PATH),62118,192700,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Voucher beds,Not Applicable,HC,NA,Yes,Yes,No,No,37,10,0,0,0,0,0,0,,,,No,,,,,,,,,,,Multiple,Yes,37,37,0,0,100%,,,0,0,,,0,0,37,37,100%,100%
283351,044-008590,2017,ES,People Assisting the Homeless (PATH),PATH Hollywood Crisis Housing Program (Reserved),62118,190901,SPA 4,SD 3,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,30,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,30,0,30,0,,100%,,0,0,,,0,0,19,30,63%,63%
283352,044-008589,2017,ES,People Assisting the Homeless (PATH),PATH Los Angeles Crisis Housing Program,62118,192700,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,Yes,No,0,0,58,0,0,15,0,0,,,,No,,,,,,,,,,,Single,Yes,58,0,58,0,,100%,,0,0,,,0,0,48,58,83%,83%
296697,044-008597,2017,ES,People Assisting the Homeless (PATH),WLA Harm Reduction,62118,192700,SPA 4,SD 2,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,Facility-based beds,Not Applicable,SMF,NA,No,Yes,Yes,No,,,28,,,28,,0,,,,No,,,,,,,,,,,Single,No,28,,28,,,100%,,,,,,,,26,28,93%,93%
282865,071-009050,2017,ES,Proyecto Pastoral,Guadalupe Homeless Project,62118,206032,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,No,No,0,0,45,0,0,0,0,0,,,,No,,,,,,,,,,,Scattered,Yes,45,0,45,0,,100%,,0,0,,,0,0,40,45,89%,89%
283353,071-009052,2017,ES,Proyecto Pastoral,Women's Shelter Program,62118,206032,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,SF,NA,Yes,Yes,No,No,0,0,15,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,15,0,15,0,,100%,,0,0,,,1,1,16,16,100%,100%
283159,060-009101,2017,ES,"Rainbow Services, LTD.",Rainbow House Emergency Shelter,,,SPA 8,SD 4,CD15,SSD 35,AD 70,USCD 44,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,No,No,33,7,2,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,35,,,,,,,0,0,,,0,0,14,35,40%,67%
296698,528-020800,2017,ES,"Safe Place For Youth (Spy), A Project Of Community Partners",Bruin Shelter,63384,702201,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,N,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,,,9,,,0,,0,,,,No,,,,,,,,,,,Single,No,9,,0,,,,,,,,,,,4,9,44%,44%
283302,303-009500,2017,ES,San Fernando Valley Rescue Mission,Emergency Housing Program,62118,115202,SPA 2,SD 3,CD12,SSD 27,AD 45,USCD 30,Northridge,C,Facility-based beds,Not Applicable,HC,NA,No,No,No,No,90,38,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,90,0,0,0,,,,0,0,,,0,0,64,90,71%,63%
283200,309-010400,2017,ES,Society of St. Vincent de Paul Social Services,Men's Emergency Shelter - 28 Day,62118,206200,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,NA,No,Yes,No,No,0,0,65,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,65,0,65,0,,100%,,0,0,,,0,0,46,65,71%,71%
283088,072-010075,2017,ES,"Southern California Alcohol and Drug Program, Inc.",Angel Step Inn South - Downey,,,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 40,,C,Facility-based beds,Not Applicable,SMF+HC,DV,No,No,Yes,No,24,7,6,0,24,6,0,0,,,,No,,,,,,,,,,,Single,No,30,,,,,,,0,0,,,0,0,11,30,37%,46%
296699,038-010168,2017,ES,"Special Service for Groups, Inc.",Crisis and Bridge Housing ND,62118,238100,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,South Vermont,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,30,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,30,,30,,,100%,,,,,,,,30,30,100%,100%
296700,038-010169,2017,ES,"Special Service for Groups, Inc.",Crisis and Bridge Housing TCL,62118,232500,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Vermont Square,N,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,,,16,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,16,,16,,,100%,,,,,,,,16,16,100%,100%
283115,038-010162,2017,ES,"Special Service for Groups, Inc.",FSC Emergency Shelter (SSG),62118,226002,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,Facility-based beds,Not Applicable,HC,NA,Yes,Yes,No,No,97,10,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,97,97,0,0,100%,,,0,0,,,0,0,97,97,100%,390%
296701,038-010178,2017,ES,"Special Service for Groups, Inc.",Winter Shelter Program - (SSG),62118,234502,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Baldwin Hills / Crenshaw,C,Facility-based beds,Not Applicable,SMF,NA,Yes,No,No,No,,,0,,,0,,0,,,,No,,,,,,,,,,,Single,Yes,0,,0,,,,,35,35,12/8/2016,3/31/2017,,,21,35,60%,60%
283346,039-009760,2017,ES,SRO Housing Corporation,DHS Crisis Housing,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,Yes,No,Yes,No,0,0,168,0,0,1,0,0,,,,No,,,,,,,,,,,Single,Yes,168,0,0,0,,,,0,0,,,0,0,55,168,33%,33%
283354,039-009761,2017,ES,SRO Housing Corporation,DMH - Basic Living Support Services,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,0,0,10,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,10,0,0,0,,,,0,0,,,0,0,10,10,100%,100%
283044,039-009744,2017,ES,SRO Housing Corporation,DPSS,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Voucher beds,Not Applicable,SM,NA,No,No,No,No,0,0,25,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,25,0,0,0,,,,0,0,,,0,0,25,25,100%,100%
283151,039-009751,2017,ES,SRO Housing Corporation,HOPWA Emergency Shelter,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,HIV,No,Yes,No,No,0,0,25,0,0,0,0,0,,,,Yes,No,No,No,No,No,No,No,No,Yes,No,Single,No,25,0,25,0,,100%,,0,0,,,0,0,18,25,72%,72%
283356,039-009763,2017,ES,SRO Housing Corporation,SAT - TB,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Voucher beds,Not Applicable,SMF,NA,No,Yes,No,No,0,0,5,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,5,0,5,0,,100%,,0,0,,,0,0,5,5,100%,100%
283147,039-009714,2017,ES,SRO Housing Corporation,Year Round Shelter Program (SRO),62118,206200,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,30,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,30,0,30,0,,100%,,0,0,,,0,0,11,30,37%,37%
296702,085-010227,2017,ES,St. Joseph Center,Coordinated Assessment Motel Vouchers (St. Joseph Center),62118,273300,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,N,Voucher beds,Not Applicable,HC,NA,Yes,Yes,No,No,21,7,,,0,,0,,,,,No,,,,,,,,,,,Multiple,Yes,21,21,,,100%,,,,,,,,,21,21,100%,100%
296703,085-010240,2017,ES,St. Joseph Center,Westminster TLC Venice Community Housing,62118,273200,SPA 5,SD 3,CD11,SSD 26,AD 62,USCD 33,Venice,C,Facility-based beds,Not Applicable,HC,NA,Yes,Yes,No,No,32,8,,,0,,0,,,,,No,,,,,,,,,,,Single,Yes,32,32,,,100%,,,,,,,,,18,32,56%,88%
282967,073-010500,2017,ES,Su Casa - Ending Domestic Violence,Crisis Shelter (Su Casa),,,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 38,,C,Facility-based beds,Not Applicable,SFHC,DV,No,No,No,No,18,2,4,0,0,0,0,0,,,,No,,,,,,,,,,,Scattered,No,22,0,0,0,,,,0,0,,,0,0,17,22,77%,83%
283357,101-010656,2017,ES,Testimonial Community Love Center,TCLC Crisis Housing Program,62118,232500,SPA 6,SD 2,CD8,SSD 30,AD 54,USCD 37,Vermont Square,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,Yes,No,0,0,30,0,0,5,0,0,,,,No,,,,,,,,,,,Single,Yes,30,0,30,0,,100%,,0,0,,,0,0,28,30,93%,93%
283015,101-010655,2017,ES,Testimonial Community Love Center,Winter Shelter Program - (TCLC),62118,237300,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,Vermont Square,C,Facility-based beds,Not Applicable,SMF,NA,Yes,No,No,No,0,0,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,0,0,0,0,,,,80,80,12/1/2016,3/31/2017,0,0,72,80,90%,90%
283122,040-009402,2017,ES,The Salvation Army,Bell Shelter I - 54 Bed Emergency Shelter,69037,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,54,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,54,0,54,0,,100%,,,,,,,,38,54,70%,70%
283358,040-009450,2017,ES,The Salvation Army,Bell Shelter Reserved Crisis Housing,69037,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF+HC,NA,Yes,No,No,No,0,0,13,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,13,0,0,0,,,,0,0,,,0,0,13,13,100%,100%
296705,040-009456,2017,ES,The Salvation Army,Crisis and Bridge Housing Youth Way In,62118,191000,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,N,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,No,Yes,,,12,,,0,,12,,,,No,,,,,,,,,,,Single,Yes,12,,12,,,100%,,,,,,,,10,12,83%,83%
283155,040-009444,2017,ES,The Salvation Army,DMH Emergency Shelter,62118,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,0,0,28,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,28,0,0,0,,,,0,0,,,0,0,28,28,100%,100%
283086,040-009453,2017,ES,The Salvation Army,FSP Pacific Clinics,69037,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,0,0,4,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,4,0,0,0,,,,,,,,,,4,4,100%,100%
283121,040-009401,2017,ES,The Salvation Army,HCHV/EH - Alpha Center,69037,701100,SPA 5,SD 3,NA ,SSD 26,AD 54,USCD 33,US Department of Affairs West LA Campus,C,Facility-based beds,Not Applicable,SMF,NA,No,Yes,Yes,No,0,0,45,0,0,45,0,0,,,,Yes,No,No,No,Yes,No,No,No,No,No,No,Single,No,45,0,45,0,,100%,,0,0,,,0,0,26,45,58%,58%
283124,040-009431,2017,ES,The Salvation Army,The Salvation Army Bell Shelter,69037,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,NA,No,Yes,No,No,0,0,42,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,42,0,42,0,,100%,,0,0,,,0,0,42,42,100%,95%
283152,040-009404,2017,ES,The Salvation Army,Winter Shelter Program - (Salvation Army),69037,532304,SPA 7,SD 1,NA ,SSD 32,AD 58,USCD 40,Commerce,C,Facility-based beds,Not Applicable,SMF,NA,No,No,No,No,0,0,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,0,0,0,0,,,,79,79,12/1/2016,3/31/2017,0,0,95,79,120%,120%
283123,040-009427,2017,ES,The Salvation Army,Zahn Emergency Shelter,62118,207710,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,Facility-based beds,Not Applicable,HC,NA,No,Yes,No,No,63,18,3,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,66,63,3,0,100%,100%,,0,0,,,0,0,52,66,79%,86%
283161,373-015057,2017,ES,The Whole Child,Coordinated Assessment Motel Vouchers (TWC),64074,503301,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Whittier,C,Voucher beds,Not Applicable,HC,NA,Yes,Yes,No,No,22,6,0,0,0,0,0,0,,,,No,,,,,,,,,,,Multiple,Yes,22,22,0,0,100%,,,0,0,,,0,0,22,22,100%,133%
283279,373-015053,2017,ES,The Whole Child,FSC Emergency Shelter (TWC),62118,204420,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,Facility-based beds,Not Applicable,HC,NA,Yes,Yes,No,No,53,12,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,Yes,53,53,0,0,100%,,,0,0,,,0,0,53,53,100%,100%
282953,314-010850,2017,ES,Union Rescue Mission,Men's Guest Services - Emergency Shelter,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,SM,NA,No,No,No,No,0,0,280,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,280,0,0,0,,,,0,0,,,0,0,276,280,99%,99%
282937,314-010857,2017,ES,Union Rescue Mission,Women's and Children Emergency Beds - 1st STEP Family,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,Facility-based beds,Not Applicable,HC,NA,No,No,No,No,141,15,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,141,0,0,0,,,,0,0,,,0,0,142,141,101%,347%
296706,027-010968,2017,ES,"United States Veterans Initiative, Inc.",CES Crisis and Bridge Housing Individual,61740,601401,SPA 8,SD 2,NA ,SSD 35,AD 62,USCD 43,Inglewood,N,Facility-based beds,Not Applicable,SM,NA,Yes,Yes,Yes,No,,,23,,,15,,0,,,,No,,,,,,,,,,,Single,Yes,23,,23,,,100%,,,,,,,,23,23,100%,100%
283187,180-011001,2017,ES,Upward Bound house,Emergency Family Shelter,69037,702803,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Culver City,C,Facility-based beds,Not Applicable,HC,NA,No,Yes,No,No,18,6,0,0,0,0,0,0,,,,No,,,,,,,,,,,Single,No,18,18,0,0,100%,,,0,0,,,0,0,17,18,94%,83%
