X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-118.326021055892156,34.182469966299038,96229268,211,,Social Services,Homeless Shelters and Services,,www.burbanktemporaryaidcenter.org,Burbank Temporary Aid Center,1304 W. Burbank Blvd.,,Burbank,CA,,"FAX (818) 848-8280,  Service/Intake and Administration (818) 848-2822, Food Intake Service/Intake (818) 848-2822 Ext.107",,,,,57494,"The agency provides emergency food, financial assistance, holiday assistance, homeless support services and shelter for people who live in Burbank.",91506,http://egis3.lacounty.gov/lms/?p=57494,publish,34.18247,-118.326021,2013-06-01T11:50:56.000Z,,6463068.49172156,1888944.55867331
-118.258008056487753,34.136623967142768,96229281,211,,Social Services,Homeless Shelters and Services,,www.glendalecorps.org/,Salvation Army Corps Community Center - Glendale,801 S. Central,,Glendale,CA,"Monday through Friday, 1:00pm to 4:00pm; some mornings by appointment only. ","Food Intake                    Service/Intake (818) 246-5586 Ext.131,  Service/Intake (818) 246-5586",,www.glendalecorps.org/,,,57496,"The agency provides emergency food, holiday assistance, nutrition programs, recreational programs and shelter for people who are primarily in the Glendale area.",91204,http://egis3.lacounty.gov/lms/?p=57496,publish,34.136624,-118.258008,2013-06-01T11:50:56.000Z,,6483595.47691423,1872200.66237114
-118.492416055882771,34.0145319669777,96229292,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Santa Monica,1533 4th St.,,Santa Monica,CA,,"Service/Intake (310) 917-1138,  FAX (310) 394-7398",,www.salvationarmy-socal.org,,,57497,"The agency provides emergency food, homeless support services, holiday assistance, personal goods, services for older adults, recreational programs and utility bill assistance for people of all ages who are in Santa Monica, including people who are homeless.",90401,http://egis3.lacounty.gov/lms/?p=57497,publish,34.014532,-118.492416,2013-06-01T11:50:56.000Z,,6412444.90792955,1828034.35798739
-118.215217056689156,33.895634967464098,96229308,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Compton,736 E. Compton Blvd.,,Compton,CA,"Monday through Friday, 9:00am to 1:30pm; social services by appointment only. ",Service/Intake (310) 639-0362,,www.salvationarmy-socal.org,,,57504,"The agency provides emergency food, holiday assistance, recreational programs, transportation, and utility bill assistance for families, couples and individuals who live in Compton and Lynwood zip codes 90220, 90221, 90222 and 90262.",90221,http://egis3.lacounty.gov/lms/?p=57504,publish,33.895635,-118.215217,2013-06-01T11:50:56.000Z,,6496356.51011914,1784469.56585206
-118.031805056862822,34.082333967258492,96229312,211,,Social Services,Homeless Shelters and Services,,www.catholiccharitiesla.org,Catholic Charities Of Los Angeles - San Juan Diego Center,4171 Tyler Ave.,,El Monte,CA,"SITE HOURS: Monday through Friday, 9:00am to 1:00pm. ","FAX (626) 575-1072,  Service/Intake (626) 575-7652",,www.catholiccharitiesla.org,,,57505,"The agency provides emergency food, holiday assistance and utility bill assistance for people in the San Gabriel Valley, including people who are homeless or undocumented.",91731,http://egis3.lacounty.gov/lms/?p=57505,publish,34.082334,-118.031805,2013-06-01T11:50:56.000Z,,6552039.67237464,1852344.8447994
-118.269501056559193,34.033927966671833,96229316,211,,Social Services,Homeless Shelters and Services,,www.sfcla.org,St. Francis Center - Los Angeles,1835 S. Hope St.,,Los Angeles,CA,"Breakfast is served Tuesday through Friday, 7:30am to 9:00am; Saturday, 8:30am to 10:00am. Sack lunches distributed Monday through Saturday, 1:00pm to 1:30pm.  Mail distribution hours are Monday through Friday, 9:00am to 9:15am and 1:00pm to 1:30pm. Family food program is Tuesday, Thursday and Saturday, 11:00am to 12:30pm. Senior brown bag program is Friday, 11:00am to 12:30pm. ","FAX (213) 765-8915,  Service/Intake (213) 747-5347",,www.sfcla.org,,,57511,"The agency provides emergency food, holiday assistance, homeless support services, and personal goods, and volunteer opportunities for low-income people in the garment district of Los Angeles, including people who are homeless.",90015,http://egis3.lacounty.gov/lms/?p=57511,publish,34.033928,-118.269501,2013-06-01T11:50:56.000Z,,6480017.42993647,1834836.89884423
-118.245505056795295,34.042256966506976,96229321,211,,Social Services,Homeless Shelters and Services,,www.midnightmission.org,Midnight Mission,601 S. San Pedro St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. ","FAX (213) 553-2359,  Service/Intake and Administration (213) 624-9258, Volunteers- Georgia Berkovitch Service/Intake (213) 624-9258 Ext.1243,  Service/Intake (888) 624-9258",,www.midnightmission.org,,,57512,"The agency provides emergency food, holiday assistance, homeless supportive services, housing services, personal goods and shelter for single men and women in the Skid Row area of downtown Los Angeles.",90014,http://egis3.lacounty.gov/lms/?p=57512,publish,34.042257,-118.245505,2013-06-01T11:50:56.000Z,,6487295.0800793,1837849.35246497
-118.129818056340085,34.149480967251939,96229338,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Pasadena,1000 E. Walnut St.,,Pasadena,CA,"Monday through Friday, 9:00am to 11:30am. ","Administrative (626) 773-4400, Director of Social Services Service/Intake (626) 773-4404,  Service/Intake (626) 773-4425",,www.salvationarmy-socal.org,,,57515,"The agency provides emergency food, holiday assistance, personal goods, recreational programs for people in Altadena, Arcadia, Pasadena, Sierra Madre and South Pasadena.",91106,http://egis3.lacounty.gov/lms/?p=57515,publish,34.149481,-118.129818,2013-06-01T11:50:56.000Z,,6522392.59092088,1876804.72402914
-118.041901056796831,33.96899996731559,96229347,211,,Social Services,Homeless Shelters and Services,,www.salvationarmy-socal.org,Salvation Army Corps Community Center - Whittier,7926 S. Pickering Ave.,,Whittier,CA,"Monday through Friday, 9:00am to 12:00 noon;  1:00pm to 3:00pm. ",Service/Intake (562) 698-8348,,www.salvationarmy-socal.org,,,57516,"The agency provides emergency food, holiday assistance, personal goods, recreational programs and utility bill assistance for people who live in Whittier and the surrounding cities of Baldwin Park, City of Industy, Hacienda Heights, La Habra Heights, La Puente, Rowland Heights and South El Monte.",90602,http://egis3.lacounty.gov/lms/?p=57516,publish,33.969,-118.041901,2013-06-01T11:50:56.000Z,,6548965.38062297,1811101.45878239
-118.185623056950476,34.037120966731763,96229353,211,,Social Services,Homeless Shelters and Services,,NULL,Salvation Army Corps Community Center - East Los Angeles Temple,140 N. Eastman Ave.,,Los Angeles,CA,"Monday through Friday 9:00am to 11:40am, and 12:30pm to 3:30pm.  ",Service/Intake (323) 263-7577,,NULL,,,57517,The agency provides emergency food and transportation for people who live in the East Los Angeles area.,90063,http://egis3.lacounty.gov/lms/?p=57517,publish,34.037121,-118.185623,2013-06-01T11:50:56.000Z,,6505432.7367173,1835941.36054607
-118.260987055728208,33.776031967719874,96229362,211,,Social Services,Homeless Shelters and Services,,www.beaconlightmission.org,Southern California Floating Christian Endeavor Association Inc - Beacon Light Mission,525 N. Broad Ave.,,Wilmington,CA,"Monday through Friday, 9:00am to 7:00pm; Saturday and Sunday, 4:00pm to 7:00pm. ","FAX (310) 830-3260,  Service/Intake (310) 830-7063",,www.beaconlightmission.org,,,57521,"The agency provides emergency food, homeless support services, holiday assistance and shelter for men who are in Los Angeles County.",90744,http://egis3.lacounty.gov/lms/?p=57521,publish,33.776032,-118.260987,2013-06-01T11:50:56.000Z,,6482353.2966558,1740975.98814122
-118.111460156721733,34.575476946155419,96229368,211,,Social Services,Homeless Shelters and Services,,www.cityofpalmdale.org/departments/saves/,South Antelope Valley Emergency Services,1002 E Ave Q12, ,Palmdale,CA,"Monday through Thursday, 8:00am to 5:00pm. ","FAX (661) 274-2365,  Service/Intake and Administration (661) 267-5191,  TDD (661) 267-5167",,,,,57524,"The agency provides emergency food, personal goods, and shelter for South Antelope Valley residents.",93550,http://egis3.lacounty.gov/lms/?p=57524,publish,34.57547698,-118.1114601,2013-06-01T11:50:56.000Z,,6528118.85341847,2031826.49206898
-118.289011055971116,34.077480966792137,96229388,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless,340 N. Madison Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Friday, 7:30am to 4:00pm. ","Jobs Center at PATH Service/Intake (323) 644-2229, P.A.T.H. Service/Intake (323) 644-2216, West LA Job Center Service/Intake (310) 996-0034 Ext.108, HVRP PATHfinders - Employment Program for Veterans Service/Intake (323) 644-2201, Referral for Homeless Ve",,www.epath.org,,,57540,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90004,http://egis3.lacounty.gov/lms/?p=57540,publish,34.077481,-118.289011,2013-06-01T11:50:56.000Z,,6474151.91443655,1850703.03673132
-118.311932055996309,34.096064966528907,96229389,211,,Social Services,Homeless Shelters and Services,,www.epath.org,People Assisting The Homeless - Hollywood Center,5627 Fernwood Ave.,,Hollywood,CA,"Monday through Friday, 7:30am to 4:00pm; individuals can receive a number and start lining up at 6:00am. ",PATH Hollywood Service/Intake (323) 960-3333,,www.epath.org,,,57541,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.",90028,http://egis3.lacounty.gov/lms/?p=57541,publish,34.096065,-118.311932,2013-06-01T11:50:56.000Z,,6467231.97781713,1857486.82106398
-117.720738957198975,34.061449567012133,96229460,211,,Social Services,Homeless Shelters and Services,,NULL,Catholic Charities - Pomona Community Services,1460 E Holt Ave,,Pomona,CA,"Monday through Friday, 9:00am to 5:00pm. ","Service/Intake (909) 629-1331,  FAX (909) 629-1322",,,,,57620,"The agency provides shelter and utility bill assistance for low income people who live in the Pomona Valley, including people who receive public assistance and people who are undocumented.",91767,http://egis3.lacounty.gov/lms/?p=57620,publish,34.0614496,-117.7207389,2013-06-01T11:50:56.000Z,,6646252.4905103,1844860.58877055
-117.729749057814246,34.095555066797637,96229625,211,,Social Services,Homeless Shelters and Services,,NULL,St. Ambrose Episcopal Church,830 W Bonita Ave,,Claremont,CA,,Administrative (909) 626-7170,,,,,57741,The agency provides holiday assistance for people who live in the Pomona Valley and Inland Empire.,91711,http://egis3.lacounty.gov/lms/?p=57741,publish,34.0955551,-117.729749,2013-06-01T11:50:56.000Z,,6643490.16138931,1857264.7247234
-118.187289056278985,33.77274096728744,96229655,211,,Social Services,Homeless Shelters and Services,,www.village-isa.org,Mental Health America Of Los Angeles - Long Beach,456 Elm Ave.,,Long Beach,CA,"Monday through Friday, 9:00am to 5:00pm. ","FAX (562) 437-5072,  Service/Intake (562) 437-6717",,www.village-isa.org,,,57763,The agency provides homeless support services and mental health services for people in the Long Beach area.,90802,http://egis3.lacounty.gov/lms/?p=57763,publish,33.772741,-118.187289,2013-06-01T11:50:56.000Z,,6504748.7282428,1739728.35874672
-118.317091056235228,34.101491967108146,96229657,211,,Social Services,Homeless Shelters and Services,,www.myfriendsplace.org,My Friend's Place,5850 Hollywood Blvd.,,Hollywood,CA,,"Service/Intake and Administration (323) 908-0011 Ext.100, 888-YOUTH-50 Service/Intake and Hotline (888) 968-8450",,www.myfriendsplace.org,,,57764,The agency provides homeless support services and runaway services for youth and young adults who are in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=57764,publish,34.101492,-118.317091,2013-06-01T11:50:56.000Z,,6465676.3103248,1859466.68554255
-118.245161856114251,34.042277466807278,96229658,211,,Social Services,Homeless Shelters and Services,,www.weingart.org,Weingart Center Association,501 E 6Th St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Donation Program Service/Intake (800) 390-7164,  FAX (626) 689-2289, Weingart Institute Administration (213) 689-2280, Homeless Access Center Service/Intake (213) 833-5020, Donations/Volunteers Service/Intake (213) 689-2224, Hope Row Resource Center FAX (",,www.weingart.org,,,57766,The agency provides homeless support services and shelter for adults primarily in the Downtown Skid Row area of Los Angeles.,90021,http://egis3.lacounty.gov/lms/?p=57766,publish,34.0422775,-118.2451618,2013-06-01T11:50:56.000Z,,6487399.0700288,1837856.55914348
-117.94518665749689,34.069709567265519,96229659,211,,Social Services,Homeless Shelters and Services,,www.voala.org,Volunteers Of America - Greater Los Angeles - West Covina Outreach And Access Center,1760 W Cameron Ave,,West Covina,CA,"Monday through Friday, 8:00am to 4:30pm. ","888-50-NEEDS Service/Intake (888) 506-3337,  FAX (626) 918-5040,  Service/Intake (626) 337-9878",,www.voala.org,,,57768,The agency provides homeless support services for people of all ages in Los Angeles County.,91790,http://egis3.lacounty.gov/lms/?p=57768,publish,34.0697096,-117.9451866,2013-06-01T11:50:56.000Z,,6578270.50573964,1847753.58889006
-118.246126056681533,34.046005966643243,96229660,211,,Social Services,Homeless Shelters and Services,,www.svdpla.org,Society Of St. Vincent De Paul - Social Services Department,231 Winston St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (213) 620-9141,  Service/Intake and Administration (213) 229-9971",,www.svdpla.org,,,57769,The agency provides homeless support services and shelter for people who are primarily in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=57769,publish,34.046006,-118.246126,2013-06-01T11:50:56.000Z,,6487110.29042263,1839214.14304247
-117.766965057618478,34.062099966816646,96229661,211,,Social Services,Homeless Shelters and Services,,NULL,Pomona Neighborhood Center,999 W. Holt Ave.,,Pomona,CA,,"FAX (909) 397-9981,  Service/Intake (909) 620-7691",,,,,57770,The agency provides homeless support services for people who live in the Pomona Valley.,91768,http://egis3.lacounty.gov/lms/?p=57770,publish,34.0621,-117.766965,2013-06-01T11:50:56.000Z,,6632251.08084914,1845061.60181998
-118.322159056558661,34.099058966548498,96229899,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network - Gower Youth Shelter,1550 N. Gower St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","FAX (323) 464-4357,  Administrative (323) 467-8466, 24 hours Service/Intake (323) 957-7757,  Administrative (323) 957-7364",,www.layn.org,,,58024,The agency provides runaway services and a shelter for youth in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58024,publish,34.099059,-118.322159,2013-06-01T11:50:56.000Z,,6464139.22514439,1858586.15416715
-118.314582055760965,34.103332966616939,96229900,211,,Social Services,Homeless Shelters and Services,,www.layn.org,Los Angeles Youth Network Taft House,1754 Taft Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake and Administration (323) 467-8466,,www.layn.org,,,58025,The agency provides shelter for youth in crisis who are in Los Angeles County.,90028,http://egis3.lacounty.gov/lms/?p=58025,publish,34.103333,-118.314582,2013-06-01T11:50:56.000Z,,6466437.96267289,1860134.2698373
-118.292044056027819,33.958907966783805,96229901,211,,Social Services,Homeless Shelters and Services,,NULL,My Club Drop In Center,8705 S. Vermont,,Los Angeles,CA,"Monday through Friday, 10:00am to 6:00pm. ","Service/Intake (323) 751-2582,  FAX (323) 751-1803",,,,,58027,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90044,http://egis3.lacounty.gov/lms/?p=58027,publish,33.958908,-118.292044,2013-06-01T11:50:56.000Z,,6473108.09303339,1807554.7670569
-118.27264905625519,34.060943966500709,96229902,211,,Social Services,Homeless Shelters and Services,,NULL,Catholic Charities Of Los Angeles - Our Lady Of The Angels Region - Metro Area - Angel's Flight Runaway And Homeless Youth Services,357 S. Westlake Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (213) 413-2311, Shelter / 24 Hour Intake Service/Intake (800) 833-2499",,,,,58028,"The agency provides runaway services and shelter for runaway, homeless and at-risk youth in Los Angeles County.",90057,http://egis3.lacounty.gov/lms/?p=58028,publish,34.060944,-118.272649,2013-06-01T11:50:56.000Z,,6479090.3248353,1844671.08488448
-118.193300056316602,33.778374967379925,96230026,211,,Social Services,Homeless Shelters and Services,,www.womenshelterlb.com/,Womenshelter Of Long Beach,930 Pacific Ave.,,Long Beach,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (562) 437-7233,  FAX (562) 436-4943, 562) HER HOME - 24 hrs. Service/Intake and Hotline (562) 437-4663",,www.womenshelterlb.com/,,,58152,The agency provides shelter and domestic violence services for victims of domestic violence and their children as well as volunteer opportunities for individuals living in Los Angeles County.,90813,http://egis3.lacounty.gov/lms/?p=58152,publish,33.778375,-118.1933,2013-06-01T11:50:56.000Z,,6502925.78667872,1741782.18666007
-118.300613056622552,34.09135696716509,96230029,211,,Social Services,Homeless Shelters and Services,,www.houseofhopela.com,House Of Hope,1115 N. Normandie Ave.,,Los Angeles,CA,"SITE HOURS: Monday through Sunday, 24 hours per day. ","FAX (323) 663-9452,  Service/Intake (323) 663-1214,  Service/Intake (323) 663-1215",,,,,58153,"The agency provides shelter and emergency food for men and women, including ex-offenders and General Relief recipients.",90029,http://egis3.lacounty.gov/lms/?p=58153,publish,34.091357,-118.300613,2013-06-01T11:50:56.000Z,,6470653.70456947,1855763.05777922
-117.878273057001607,33.985698967656667,96230030,211,,Social Services,Homeless Shelters and Services,,www.gospelmissions.org,Gospel Missions Of America,1803 Nausika Ave.,,Rowland Heights,CA,"Intake Hours: Tuesday through Friday, 9:00am to 6:00pm. Shelter hours Monday through Sunday, 24 hours per day. ",Service/Intake (626) 965-8922,,www.gospelmissions.org,,,58154,The agency provides shelter for adults 18 years and older in Los Angeles County.,91748,http://egis3.lacounty.gov/lms/?p=58154,publish,33.985699,-117.878273,2013-06-01T11:50:56.000Z,,6598572.23449305,1817198.27565698
-118.243152056549434,34.0452189665425,96176251,211,,Social Services,Homeless Shelters and Services,,,Special Service For Groups -  Project 180,420 S. San Pedro,,Los Angeles,CA,"SITE HOURS:  Monday through Friday, 8:30am to 4:30pm. ","FAX (213) 621-4155,  Service/Intake (213) 620-5712",,ssgmain.org/,,,772,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los Angeles County.",90013,http://egis3.lacounty.gov/lms/?p=772,publish,34.045219,-118.243152,2013-06-01T11:50:56.000Z,,6488010.52287413,1838925.54650681
-118.399235056327683,33.866841966965161,96176291,211,,Social Services,Homeless Shelters and Services,,,1736 Family Crisis Center - Emergency Youth Shelter,1736 Monterey Blvd.,,Hermosa Beach,CA,"Monday through Sunday, 24 hours per day. ",24 Hrs-Youth Crisis/Shelter Hotline Service/Intake and Hotline (310) 379-3620,,www.1736fcc.org,,,788,"The agency provides case management, counseling services, domestic violence services, family support services for low income families, runaway services, emergency and transitional shelter for battered women and their children, shelter for runaway/homeless youth, and welfare-to-work support services.",90254,http://egis3.lacounty.gov/lms/?p=788,publish,33.866842,-118.399235,2013-06-01T11:50:56.000Z,,6440469.53527914,1774161.86993206
-118.00119605686487,34.145580967288687,96176306,211,,Social Services,Homeless Shelters and Services,,,Santa Anita Family Service,605 S. Myrtle Ave.,,Monrovia,CA,,"Service/Intake and Administration (626) 359-9358,  FAX (626) 358-7647",,www.santaanitafamilyservice.org,,,794,"The agency provides CalFresh services, child abuse services, counseling services, domestic violence services, drug abuse services and services for older adults.",91016,http://egis3.lacounty.gov/lms/?p=794,publish,34.145581,-118.001196,2013-06-01T11:50:56.000Z,,6561308.44812839,1875360.08321765
-118.097589357112696,34.102463507049798,96176311,211,,Social Services,Homeless Shelters and Services,,,Santa Anita Family Service - San Gabriel,206 E Las  Tunas Dr,,San Gabriel,CA,,"Service/Intake (626) 308-1414,  FAX (626) 308-1818",,www.santaanitafamilyservice.org,,,795,"The agency provides CalFresh services, child abuse services, counseling services, domestic violence services, drug abuse services and services for older adults.",91776,http://egis3.lacounty.gov/lms/?p=795,publish,34.10246354,-118.0975893,2013-06-01T11:50:56.000Z,,6532127.09179306,1859683.18018831
-118.321473055802926,34.101822966754099,96176605,211,,Social Services,Homeless Shelters and Services,,,Children's Hosptial Los Angeles - High Risk Youth Program - Saban Free Clinic,6043 Hollywood Blvd.,,Los Angeles,CA,"Tuesday, 1:00pm to 5:00pm and Thursday, 2:00pm to 5:00pm. ","Appointments Service/Intake (323) 653-1990, Saban Free Clinic Admin. Administrative (323) 462-8632, Medi-Cal, HMO and Patients under 21 Service/Intake (323) 337-1775",,www.childrenshospitalla.org/site/c.ipINKTOAJsG/b.4452451/,,,946,The agency provides health services and homeless support services for youth age 12 to 24 in the Hollywood area.,90028,http://egis3.lacounty.gov/lms/?p=946,publish,34.101823,-118.321473,2013-06-01T11:50:56.000Z,,6464350.12268847,1859591.35556881
-118.298444955949606,34.09787917653226,96176611,211,,Social Services,Homeless Shelters and Services,,,Children's Hosptial Los Angeles - High Risk Youth Program,5000 W Sunset Blvd,4th Fl.,Los Angeles,CA,"Monday through Friday, 8:30am to 5:00pm.  Clinic hours Tuesday and Thursday, 1:00pm to 5:30pm. ","Administrative (323) 361-2390, Appointments Service/Intake (323) 653-1990, Medi-Cal, HMO and Patients under 21 Service/Intake (323) 337-1775",,www.childrenshospitalla.org/site/c.ipINKTOAJsG/b.4452451/,,,947,The agency provides health services and homeless support services for youth age 12 to 24 in the Hollywood area.,90027,http://egis3.lacounty.gov/lms/?p=947,publish,34.09787921,-118.2984449,2013-06-01T11:50:56.000Z,,6471317.18585405,1858134.64588381
-118.323793656243851,34.052815006573347,96176782,211,,Social Services,Homeless Shelters and Services,,,Center For The Pacific Asian Family Inc,1102 Crenshaw Blvd,,Los Angeles,CA,,"Hotline-24 Hour Service/Intake and Hotline (323) 966-4590, Hotline-24 Hours Service/Intake and Hotline (323) 653-4042,  Administrative (323) 653-4045,  FAX (323) 653-7913, Hotline-24 Hour Service/Intake and Hotline (800) 339-3940",,www.nurturingchange.org,,,1073,"The center provides child abuse services, domestic violence services, shelter, sexual assault services, volunteer opportunities, and welfare-to-work support services.",90019,http://egis3.lacounty.gov/lms/?p=1073,publish,34.05281504,-118.3237936,2013-06-01T11:50:56.000Z,,6463590.15439214,1841758.77246764
-117.904098057623472,34.12968596702742,96230033,211,,Social Services,Homeless Shelters and Services,,NULL,Peregrinos De Emaus Inc,447 N. Soldano Ave.,,Azusa,CA,"Monday through Sunday, 24 hours per day. ","Leo - Cell Number Service/Intake (626) 388-8424, Shelter Service/Intake (626) 969-5399",,,,,58159,"The agency provides shelter for men in Los Angeles County, including men who are undocumented.",91702,http://egis3.lacounty.gov/lms/?p=58159,publish,34.129686,-117.904098,2013-06-01T11:50:56.000Z,,6590693.3142273,1869589.44548073
-118.134521057851231,34.694012965624474,96230035,211,,Social Services,Homeless Shelters and Services,,NULL,Lancaster Community Shelter For The Homeless,44611 Yucca Ave.,,Lancaster,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake and Administration (661) 945-7524,,,,,58164,"The agency provides shelter for singles, couples and families who are homeless in the Lancaster/Palmdale area.",93534,http://egis3.lacounty.gov/lms/?p=58164,publish,34.694013,-118.134521,2013-06-01T11:50:56.000Z,,6521234.84717339,2074973.53208706
-118.137546057502291,34.703080965894486,96230039,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Antelope Valley Access Center,45134 N. Sierra Hwy.,,Lancaster,CA,"Monday through Friday, 3:15pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58167,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93534,http://egis3.lacounty.gov/lms/?p=58167,publish,34.703081,-118.137546,2013-06-01T11:50:56.000Z,,6520330.08323489,2078274.88801715
-118.130980057244926,34.671482965942488,96230040,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Mental Health Association,43423 Division St.,,Lancaster,CA,"Monday through Friday, 2:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58170,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58170,publish,34.671483,-118.13098,2013-06-01T11:50:56.000Z,,6522288.54683764,2066772.78175631
-118.122940057120928,34.670171966139797,96230041,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Department Of Mental Health,349 E. Avenue K-6,,Lancaster,CA,"Monday through Friday, 3:25pm. ",Service/Intake (661) 945-7524,,www.lahsa.org,,,58171,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",93535,http://egis3.lacounty.gov/lms/?p=58171,publish,34.670172,-118.12294,2013-06-01T11:50:56.000Z,,6524705.34974681,2066292.61703423
-118.192920755719499,33.784104817602355,96230042,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Catholic Charities Community Center,123 W 14Th St,,Long Beach,CA,Pick-up hours vary. ,"Service/Intake (323) 298-1316, Intake Service/Intake (562) 733-1147",,www.lahsa.org,,,58177,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58177,publish,33.78410485,-118.1929207,2013-06-01T11:50:56.000Z,,6503045.05940606,1743867.21562648
-118.209021056321617,33.782004967831867,96230043,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Pick-Up Site - Long Beach Multi-Service Center,1301 W. 12th St.,,Long Beach,CA,,Intake Service/Intake (562) 733-1147,,www.lahsa.org,,,58179,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90813,http://egis3.lacounty.gov/lms/?p=58179,publish,33.782005,-118.209021,2013-06-01T11:50:56.000Z,,6498150.8733283,1743112.80473372
-118.264175055794396,34.046634966499298,96230044,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Salvation Army,832 W. James M. Wood Blvd.,,Los Angeles,CA,"Monday througfh Sunday, 24 hours per day. PICK UP POINTS AND HOURS No transportation pick-up sites to this shelter.  ",Service/Intake (213) 438-1617,,www.lahsa.org,,,58183,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90015,http://egis3.lacounty.gov/lms/?p=58183,publish,34.046635,-118.264175,2013-06-01T11:50:56.000Z,,6481643.2409893,1839456.92634957
-118.244768056658501,34.044655967167841,96230045,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Sro Housing,403 E. 5th St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ",Service/Intake and Administration (213) 229-9678,,www.lahsa.org,,,58184,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=58184,publish,34.044656,-118.244768,2013-06-01T11:50:56.000Z,,6487520.47825055,1838721.84875147
-118.38805605601938,34.21335496633349,96230047,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,Year Round Shelter - Los Angeles Family Housing,7843 Lankershim Blvd.,,North Hollywood,CA,"Monday through Friday, 9:00am to 5:00pm. PICK-UP POINTS AND HOURS N/A ","Steven Service/Intake (818) 982-4091 Ext.154, Miriam Service/Intake (818) 982-4091 Ext.167,  Service/Intake and Administration (818) 982-4091, Jerome Nielsen Service/Intake (818) 982-4091 Ext.151",,www.lahsa.org,,,58186,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",91605,http://egis3.lacounty.gov/lms/?p=58186,publish,34.213355,-118.388056,2013-06-01T11:50:56.000Z,,6444350.09477521,1900250.72634964
-118.273709156589902,33.933734866751102,96230048,211,,Social Services,Homeless Shelters and Services,,www.lahsa.org,"Year Round Shelter - Mjb Recovery, Inc.",11152 S Main St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (323) 777-2491,,www.lahsa.org,,,58187,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90061,http://egis3.lacounty.gov/lms/?p=58187,publish,33.9337349,-118.2737091,2013-06-01T11:50:56.000Z,,6478643.18530963,1798378.11119765
